# ell TT TE EE BB
404 6.523095e-02 -3.371739e-04 8.085652e-04 1.688233e-06
405 6.482217e-02 -4.037054e-04 8.030893e-04 1.685155e-06
406 6.443127e-02 -4.691028e-04 7.975149e-04 1.682119e-06
407 6.405787e-02 -5.333549e-04 7.918445e-04 1.679125e-06
408 6.370155e-02 -5.964505e-04 7.860806e-04 1.676172e-06
409 6.336192e-02 -6.583785e-04 7.802257e-04 1.673260e-06
410 6.303859e-02 -7.191278e-04 7.742825e-04 1.670390e-06
411 6.273114e-02 -7.786871e-04 7.682534e-04 1.667561e-06
412 6.243918e-02 -8.370454e-04 7.621409e-04 1.664773e-06
413 6.216230e-02 -8.941914e-04 7.559477e-04 1.662027e-06
414 6.190012e-02 -9.501141e-04 7.496762e-04 1.659322e-06
415 6.165222e-02 -1.004802e-03 7.433290e-04 1.656658e-06
416 6.141822e-02 -1.058245e-03 7.369086e-04 1.654035e-06
417 6.119770e-02 -1.110430e-03 7.304176e-04 1.651454e-06
418 6.099026e-02 -1.161348e-03 7.238584e-04 1.648913e-06
419 6.079552e-02 -1.210987e-03 7.172338e-04 1.646414e-06
420 6.061306e-02 -1.259335e-03 7.105460e-04 1.643956e-06
421 6.044249e-02 -1.306382e-03 7.037979e-04 1.641538e-06
422 6.028340e-02 -1.352117e-03 6.969917e-04 1.639162e-06
423 6.013541e-02 -1.396527e-03 6.901302e-04 1.636827e-06
424 5.999810e-02 -1.439603e-03 6.832158e-04 1.634532e-06
425 5.987107e-02 -1.481333e-03 6.762510e-04 1.632279e-06
426 5.975393e-02 -1.521706e-03 6.692385e-04 1.630066e-06
427 5.964630e-02 -1.560713e-03 6.621807e-04 1.627894e-06
428 5.954788e-02 -1.598363e-03 6.550805e-04 1.625762e-06
429 5.945840e-02 -1.634663e-03 6.479407e-04 1.623670e-06
430 5.937759e-02 -1.669625e-03 6.407640e-04 1.621616e-06
431 5.930517e-02 -1.703257e-03 6.335534e-04 1.619601e-06
432 5.924087e-02 -1.735570e-03 6.263115e-04 1.617623e-06
433 5.918442e-02 -1.766574e-03 6.190413e-04 1.615682e-06
434 5.913554e-02 -1.796277e-03 6.117455e-04 1.613777e-06
435 5.909397e-02 -1.824691e-03 6.044270e-04 1.611908e-06
436 5.905942e-02 -1.851824e-03 5.970885e-04 1.610074e-06
437 5.903162e-02 -1.877687e-03 5.897328e-04 1.608274e-06
438 5.901031e-02 -1.902289e-03 5.823629e-04 1.606508e-06
439 5.899521e-02 -1.925640e-03 5.749814e-04 1.604774e-06
440 5.898604e-02 -1.947750e-03 5.675913e-04 1.603073e-06
441 5.898253e-02 -1.968629e-03 5.601952e-04 1.601404e-06
442 5.898441e-02 -1.988286e-03 5.527961e-04 1.599765e-06
443 5.899141e-02 -2.006732e-03 5.453967e-04 1.598157e-06
444 5.900325e-02 -2.023975e-03 5.379999e-04 1.596578e-06
445 5.901966e-02 -2.040026e-03 5.306085e-04 1.595029e-06
446 5.904036e-02 -2.054895e-03 5.232252e-04 1.593508e-06
447 5.906509e-02 -2.068591e-03 5.158529e-04 1.592014e-06
448 5.909357e-02 -2.081124e-03 5.084944e-04 1.590548e-06
449 5.912552e-02 -2.092504e-03 5.011526e-04 1.589108e-06
450 5.916068e-02 -2.102741e-03 4.938301e-04 1.587693e-06
451 5.919877e-02 -2.111844e-03 4.865299e-04 1.586304e-06
452 5.923952e-02 -2.119824e-03 4.792548e-04 1.584939e-06
453 5.928265e-02 -2.126690e-03 4.720075e-04 1.583598e-06
454 5.932789e-02 -2.132451e-03 4.647909e-04 1.582280e-06
455 5.937497e-02 -2.137118e-03 4.576078e-04 1.580985e-06
456 5.942362e-02 -2.140700e-03 4.504610e-04 1.579711e-06
457 5.947356e-02 -2.143208e-03 4.433533e-04 1.578458e-06
458 5.952451e-02 -2.144651e-03 4.362875e-04 1.577226e-06
459 5.957621e-02 -2.145038e-03 4.292665e-04 1.576014e-06
460 5.962839e-02 -2.144380e-03 4.222930e-04 1.574821e-06
461 5.968076e-02 -2.142686e-03 4.153699e-04 1.573646e-06
462 5.973306e-02 -2.139966e-03 4.084999e-04 1.572490e-06
463 5.978501e-02 -2.136230e-03 4.016860e-04 1.571350e-06
464 5.983634e-02 -2.131488e-03 3.949308e-04 1.570227e-06
465 5.988678e-02 -2.125749e-03 3.882373e-04 1.569120e-06
466 5.993608e-02 -2.119025e-03 3.816079e-04 1.568028e-06
467 5.998412e-02 -2.111334e-03 3.750445e-04 1.566951e-06
468 6.003080e-02 -2.102695e-03 3.685484e-04 1.565887e-06
469 6.007602e-02 -2.093129e-03 3.621211e-04 1.564837e-06
470 6.011969e-02 -2.082654e-03 3.557641e-04 1.563799e-06
471 6.016171e-02 -2.071290e-03 3.494788e-04 1.562772e-06
472 6.020198e-02 -2.059057e-03 3.432667e-04 1.561756e-06
473 6.024042e-02 -2.045975e-03 3.371293e-04 1.560750e-06
474 6.027691e-02 -2.032063e-03 3.310681e-04 1.559754e-06
475 6.031137e-02 -2.017341e-03 3.250844e-04 1.558766e-06
476 6.034370e-02 -2.001828e-03 3.191798e-04 1.557786e-06
477 6.037379e-02 -1.985544e-03 3.133557e-04 1.556814e-06
478 6.040157e-02 -1.968508e-03 3.076136e-04 1.555847e-06
479 6.042692e-02 -1.950741e-03 3.019550e-04 1.554887e-06
480 6.044976e-02 -1.932262e-03 2.963813e-04 1.553931e-06
481 6.046998e-02 -1.913090e-03 2.908939e-04 1.552980e-06
482 6.048749e-02 -1.893245e-03 2.854944e-04 1.552032e-06
483 6.050219e-02 -1.872747e-03 2.801842e-04 1.551086e-06
484 6.051399e-02 -1.851615e-03 2.749648e-04 1.550143e-06
485 6.052279e-02 -1.829869e-03 2.698376e-04 1.549201e-06
486 6.052849e-02 -1.807528e-03 2.648041e-04 1.548260e-06
487 6.053100e-02 -1.784613e-03 2.598658e-04 1.547318e-06
488 6.053022e-02 -1.761142e-03 2.550241e-04 1.546376e-06
489 6.052605e-02 -1.737136e-03 2.502805e-04 1.545431e-06
490 6.051840e-02 -1.712613e-03 2.456364e-04 1.544485e-06
491 6.050717e-02 -1.687594e-03 2.410934e-04 1.543535e-06
492 6.049227e-02 -1.662099e-03 2.366528e-04 1.542581e-06
493 6.047359e-02 -1.636146e-03 2.323162e-04 1.541623e-06
494 6.045104e-02 -1.609756e-03 2.280849e-04 1.540660e-06
495 6.042453e-02 -1.582947e-03 2.239606e-04 1.539690e-06
496 6.039396e-02 -1.555741e-03 2.199446e-04 1.538714e-06
497 6.035923e-02 -1.528155e-03 2.160384e-04 1.537730e-06
498 6.032024e-02 -1.500211e-03 2.122434e-04 1.536737e-06
499 6.027690e-02 -1.471927e-03 2.085612e-04 1.535736e-06
500 6.022911e-02 -1.443323e-03 2.049931e-04 1.534725e-06
501 6.017678e-02 -1.414418e-03 2.015407e-04 1.533704e-06
502 6.011981e-02 -1.385234e-03 1.982055e-04 1.532671e-06
503 6.005810e-02 -1.355788e-03 1.949888e-04 1.531626e-06
504 5.999155e-02 -1.326100e-03 1.918921e-04 1.530569e-06
505 5.992010e-02 -1.296190e-03 1.889166e-04 1.529498e-06
506 5.984376e-02 -1.266075e-03 1.860621e-04 1.528414e-06
507 5.976256e-02 -1.235771e-03 1.833281e-04 1.527315e-06
508 5.967656e-02 -1.205294e-03 1.807139e-04 1.526202e-06
509 5.958577e-02 -1.174660e-03 1.782192e-04 1.525074e-06
510 5.949026e-02 -1.143887e-03 1.758433e-04 1.523931e-06
511 5.939004e-02 -1.112990e-03 1.735857e-04 1.522773e-06
512 5.928518e-02 -1.081985e-03 1.714459e-04 1.521598e-06
513 5.917569e-02 -1.050889e-03 1.694233e-04 1.520408e-06
514 5.906163e-02 -1.019719e-03 1.675175e-04 1.519201e-06
515 5.894303e-02 -9.884905e-04 1.657279e-04 1.517977e-06
516 5.881992e-02 -9.572200e-04 1.640540e-04 1.516736e-06
517 5.869236e-02 -9.259239e-04 1.624951e-04 1.515478e-06
518 5.856038e-02 -8.946186e-04 1.610509e-04 1.514201e-06
519 5.842401e-02 -8.633204e-04 1.597208e-04 1.512907e-06
520 5.828331e-02 -8.320457e-04 1.585042e-04 1.511594e-06
521 5.813829e-02 -8.008108e-04 1.574006e-04 1.510262e-06
522 5.798902e-02 -7.696320e-04 1.564095e-04 1.508910e-06
523 5.783552e-02 -7.385258e-04 1.555303e-04 1.507540e-06
524 5.767783e-02 -7.075085e-04 1.547626e-04 1.506149e-06
525 5.751600e-02 -6.765964e-04 1.541057e-04 1.504738e-06
526 5.735005e-02 -6.458059e-04 1.535592e-04 1.503306e-06
527 5.718004e-02 -6.151533e-04 1.531226e-04 1.501853e-06
528 5.700601e-02 -5.846550e-04 1.527952e-04 1.500380e-06
529 5.682798e-02 -5.543274e-04 1.525766e-04 1.498884e-06
530 5.664600e-02 -5.241867e-04 1.524662e-04 1.497367e-06
531 5.646010e-02 -4.942494e-04 1.524635e-04 1.495827e-06
532 5.627034e-02 -4.645318e-04 1.525680e-04 1.494264e-06
533 5.607674e-02 -4.350503e-04 1.527791e-04 1.492679e-06
534 5.587935e-02 -4.058211e-04 1.530963e-04 1.491070e-06
535 5.567820e-02 -3.768607e-04 1.535191e-04 1.489437e-06
536 5.547334e-02 -3.481855e-04 1.540470e-04 1.487781e-06
537 5.526480e-02 -3.198117e-04 1.546793e-04 1.486100e-06
538 5.505262e-02 -2.917557e-04 1.554157e-04 1.484394e-06
539 5.483685e-02 -2.640338e-04 1.562555e-04 1.482664e-06
540 5.461751e-02 -2.366625e-04 1.571982e-04 1.480907e-06
541 5.439466e-02 -2.096581e-04 1.582433e-04 1.479126e-06
542 5.416832e-02 -1.830369e-04 1.593903e-04 1.477318e-06
543 5.393854e-02 -1.568153e-04 1.606386e-04 1.475483e-06
544 5.370537e-02 -1.310078e-04 1.619874e-04 1.473622e-06
545 5.346889e-02 -1.056214e-04 1.634352e-04 1.471735e-06
546 5.322919e-02 -8.066154e-05 1.649799e-04 1.469821e-06
547 5.298636e-02 -5.613339e-05 1.666198e-04 1.467880e-06
548 5.274050e-02 -3.204223e-05 1.683529e-04 1.465914e-06
549 5.249169e-02 -8.393327e-06 1.701772e-04 1.463922e-06
550 5.224003e-02 1.480805e-05 1.720910e-04 1.461904e-06
551 5.198561e-02 3.755664e-05 1.740922e-04 1.459861e-06
552 5.172851e-02 5.984718e-05 1.761791e-04 1.457792e-06
553 5.146884e-02 8.167440e-05 1.783497e-04 1.455698e-06
554 5.120669e-02 1.030330e-04 1.806021e-04 1.453580e-06
555 5.094213e-02 1.239178e-04 1.829343e-04 1.451436e-06
556 5.067528e-02 1.443235e-04 1.853446e-04 1.449268e-06
557 5.040621e-02 1.642448e-04 1.878310e-04 1.447076e-06
558 5.013502e-02 1.836765e-04 1.903916e-04 1.444859e-06
559 4.986180e-02 2.026132e-04 1.930245e-04 1.442618e-06
560 4.958664e-02 2.210498e-04 1.957279e-04 1.440353e-06
561 4.930964e-02 2.389809e-04 1.984997e-04 1.438065e-06
562 4.903089e-02 2.564013e-04 2.013382e-04 1.435753e-06
563 4.875047e-02 2.733058e-04 2.042413e-04 1.433418e-06
564 4.846848e-02 2.896890e-04 2.072073e-04 1.431059e-06
565 4.818501e-02 3.055458e-04 2.102342e-04 1.428678e-06
566 4.790015e-02 3.208707e-04 2.133201e-04 1.426274e-06
567 4.761400e-02 3.356587e-04 2.164631e-04 1.423847e-06
568 4.732664e-02 3.499043e-04 2.196613e-04 1.421398e-06
569 4.703817e-02 3.636024e-04 2.229129e-04 1.418927e-06
570 4.674868e-02 3.767477e-04 2.262158e-04 1.416433e-06
571 4.645825e-02 3.893348e-04 2.295683e-04 1.413918e-06
572 4.616699e-02 4.013587e-04 2.329684e-04 1.411381e-06
573 4.587498e-02 4.128139e-04 2.364142e-04 1.408822e-06
574 4.558232e-02 4.236952e-04 2.399039e-04 1.406242e-06
575 4.528909e-02 4.339973e-04 2.434355e-04 1.403641e-06
576 4.499538e-02 4.437151e-04 2.470071e-04 1.401019e-06
577 4.470130e-02 4.528431e-04 2.506168e-04 1.398376e-06
578 4.440693e-02 4.613763e-04 2.542627e-04 1.395713e-06
579 4.411236e-02 4.693092e-04 2.579430e-04 1.393029e-06
580 4.381769e-02 4.766366e-04 2.616557e-04 1.390324e-06
581 4.352300e-02 4.833533e-04 2.653989e-04 1.387600e-06
582 4.322838e-02 4.894540e-04 2.691707e-04 1.384856e-06
583 4.293393e-02 4.949353e-04 2.729693e-04 1.382092e-06
584 4.263972e-02 4.998009e-04 2.767926e-04 1.379309e-06
585 4.234582e-02 5.040567e-04 2.806388e-04 1.376507e-06
586 4.205229e-02 5.077082e-04 2.845058e-04 1.373687e-06
587 4.175921e-02 5.107612e-04 2.883917e-04 1.370849e-06
588 4.146664e-02 5.132213e-04 2.922946e-04 1.367994e-06
589 4.117465e-02 5.150942e-04 2.962125e-04 1.365123e-06
590 4.088331e-02 5.163856e-04 3.001434e-04 1.362234e-06
591 4.059270e-02 5.171012e-04 3.040854e-04 1.359330e-06
592 4.030287e-02 5.172466e-04 3.080365e-04 1.356411e-06
593 4.001390e-02 5.168276e-04 3.119948e-04 1.353477e-06
594 3.972587e-02 5.158497e-04 3.159583e-04 1.350529e-06
595 3.943882e-02 5.143188e-04 3.199251e-04 1.347566e-06
596 3.915285e-02 5.122405e-04 3.238931e-04 1.344591e-06
597 3.886801e-02 5.096204e-04 3.278605e-04 1.341602e-06
598 3.858437e-02 5.064642e-04 3.318254e-04 1.338601e-06
599 3.830201e-02 5.027777e-04 3.357856e-04 1.335589e-06
600 3.802099e-02 4.985664e-04 3.397394e-04 1.332565e-06
601 3.774138e-02 4.938361e-04 3.436846e-04 1.329529e-06
602 3.746325e-02 4.885925e-04 3.476195e-04 1.326484e-06
603 3.718666e-02 4.828412e-04 3.515419e-04 1.323429e-06
604 3.691170e-02 4.765880e-04 3.554500e-04 1.320364e-06
605 3.663843e-02 4.698384e-04 3.593419e-04 1.317290e-06
606 3.636691e-02 4.625982e-04 3.632154e-04 1.314208e-06
607 3.609721e-02 4.548731e-04 3.670688e-04 1.311117e-06
608 3.582941e-02 4.466687e-04 3.709000e-04 1.308020e-06
609 3.556358e-02 4.379907e-04 3.747071e-04 1.304915e-06
610 3.529977e-02 4.288449e-04 3.784881e-04 1.301804e-06
611 3.503807e-02 4.192368e-04 3.822410e-04 1.298686e-06
612 3.477854e-02 4.091721e-04 3.859640e-04 1.295563e-06
613 3.452125e-02 3.986566e-04 3.896551e-04 1.292436e-06
614 3.426626e-02 3.876960e-04 3.933123e-04 1.289303e-06
615 3.401366e-02 3.762958e-04 3.969336e-04 1.286167e-06
616 3.376350e-02 3.644618e-04 4.005171e-04 1.283027e-06
617 3.351585e-02 3.521997e-04 4.040608e-04 1.279884e-06
618 3.327080e-02 3.395151e-04 4.075628e-04 1.276738e-06
619 3.302839e-02 3.264137e-04 4.110212e-04 1.273590e-06
620 3.278871e-02 3.129013e-04 4.144339e-04 1.270441e-06
621 3.255182e-02 2.989834e-04 4.177990e-04 1.267290e-06
622 3.231778e-02 2.846666e-04 4.211148e-04 1.264139e-06
623 3.208661e-02 2.699607e-04 4.243801e-04 1.260987e-06
624 3.185833e-02 2.548764e-04 4.275941e-04 1.257836e-06
625 3.163295e-02 2.394241e-04 4.307559e-04 1.254686e-06
626 3.141048e-02 2.236147e-04 4.338647e-04 1.251536e-06
627 3.119094e-02 2.074587e-04 4.369194e-04 1.248388e-06
628 3.097433e-02 1.909667e-04 4.399193e-04 1.245243e-06
629 3.076066e-02 1.741494e-04 4.428634e-04 1.242099e-06
630 3.054996e-02 1.570174e-04 4.457508e-04 1.238959e-06
631 3.034224e-02 1.395813e-04 4.485807e-04 1.235822e-06
632 3.013750e-02 1.218518e-04 4.513522e-04 1.232688e-06
633 2.993576e-02 1.038394e-04 4.540644e-04 1.229559e-06
634 2.973703e-02 8.555492e-05 4.567164e-04 1.226435e-06
635 2.954132e-02 6.700885e-05 4.593072e-04 1.223316e-06
636 2.934866e-02 4.821186e-05 4.618361e-04 1.220202e-06
637 2.915904e-02 2.917458e-05 4.643022e-04 1.217094e-06
638 2.897248e-02 9.907629e-06 4.667045e-04 1.213993e-06
639 2.878900e-02 -9.578353e-06 4.690421e-04 1.210898e-06
640 2.860860e-02 -2.927274e-05 4.713142e-04 1.207811e-06
641 2.843131e-02 -4.916490e-05 4.735198e-04 1.204732e-06
642 2.825713e-02 -6.924421e-05 4.756582e-04 1.201660e-06
643 2.808607e-02 -8.950003e-05 4.777284e-04 1.198598e-06
644 2.791814e-02 -1.099217e-04 4.797294e-04 1.195544e-06
645 2.775337e-02 -1.304987e-04 4.816605e-04 1.192500e-06
646 2.759176e-02 -1.512203e-04 4.835207e-04 1.189466e-06
647 2.743333e-02 -1.720759e-04 4.853092e-04 1.186443e-06
648 2.727808e-02 -1.930548e-04 4.870250e-04 1.183430e-06
649 2.712604e-02 -2.141465e-04 4.886673e-04 1.180429e-06
650 2.697720e-02 -2.353404e-04 4.902352e-04 1.177439e-06
651 2.683159e-02 -2.566256e-04 4.917278e-04 1.174462e-06
652 2.668922e-02 -2.779918e-04 4.931442e-04 1.171497e-06
653 2.655010e-02 -2.994281e-04 4.944835e-04 1.168545e-06
654 2.641424e-02 -3.209241e-04 4.957448e-04 1.165607e-06
655 2.628166e-02 -3.424690e-04 4.969272e-04 1.162682e-06
656 2.615237e-02 -3.640522e-04 4.980299e-04 1.159773e-06
657 2.602637e-02 -3.856632e-04 4.990520e-04 1.156877e-06
658 2.590369e-02 -4.072912e-04 4.999925e-04 1.153998e-06
659 2.578434e-02 -4.289256e-04 5.008506e-04 1.151133e-06
660 2.566832e-02 -4.505559e-04 5.016254e-04 1.148286e-06
661 2.555565e-02 -4.721717e-04 5.023163e-04 1.145454e-06
662 2.544629e-02 -4.937644e-04 5.029234e-04 1.142640e-06
663 2.534021e-02 -5.153254e-04 5.034474e-04 1.139842e-06
664 2.523737e-02 -5.368463e-04 5.038886e-04 1.137061e-06
665 2.513775e-02 -5.583189e-04 5.042477e-04 1.134297e-06
666 2.504129e-02 -5.797347e-04 5.045250e-04 1.131551e-06
667 2.494797e-02 -6.010853e-04 5.047211e-04 1.128822e-06
668 2.485775e-02 -6.223623e-04 5.048366e-04 1.126111e-06
669 2.477060e-02 -6.435573e-04 5.048717e-04 1.123418e-06
670 2.468647e-02 -6.646619e-04 5.048272e-04 1.120742e-06
671 2.460534e-02 -6.856677e-04 5.047035e-04 1.118085e-06
672 2.452716e-02 -7.065663e-04 5.045010e-04 1.115445e-06
673 2.445191e-02 -7.273493e-04 5.042203e-04 1.112824e-06
674 2.437954e-02 -7.480083e-04 5.038618e-04 1.110221e-06
675 2.431003e-02 -7.685350e-04 5.034261e-04 1.107637e-06
676 2.424333e-02 -7.889209e-04 5.029137e-04 1.105072e-06
677 2.417940e-02 -8.091576e-04 5.023251e-04 1.102525e-06
678 2.411822e-02 -8.292367e-04 5.016607e-04 1.099998e-06
679 2.405975e-02 -8.491498e-04 5.009210e-04 1.097489e-06
680 2.400394e-02 -8.688886e-04 5.001066e-04 1.095000e-06
681 2.395078e-02 -8.884446e-04 4.992179e-04 1.092531e-06
682 2.390021e-02 -9.078095e-04 4.982555e-04 1.090081e-06
683 2.385221e-02 -9.269748e-04 4.972198e-04 1.087650e-06
684 2.380673e-02 -9.459321e-04 4.961114e-04 1.085240e-06
685 2.376375e-02 -9.646731e-04 4.949307e-04 1.082849e-06
686 2.372323e-02 -9.831893e-04 4.936782e-04 1.080479e-06
687 2.368512e-02 -1.001472e-03 4.923545e-04 1.078129e-06
688 2.364941e-02 -1.019514e-03 4.909600e-04 1.075799e-06
689 2.361604e-02 -1.037305e-03 4.894952e-04 1.073490e-06
690 2.358498e-02 -1.054839e-03 4.879606e-04 1.071201e-06
691 2.355620e-02 -1.072105e-03 4.863567e-04 1.068934e-06
692 2.352967e-02 -1.089096e-03 4.846841e-04 1.066687e-06
693 2.350534e-02 -1.105804e-03 4.829431e-04 1.064462e-06
694 2.348318e-02 -1.122220e-03 4.811344e-04 1.062257e-06
695 2.346316e-02 -1.138336e-03 4.792584e-04 1.060074e-06
696 2.344524e-02 -1.154142e-03 4.773155e-04 1.057913e-06
697 2.342938e-02 -1.169632e-03 4.753064e-04 1.055773e-06
698 2.341554e-02 -1.184796e-03 4.732315e-04 1.053656e-06
699 2.340370e-02 -1.199626e-03 4.710912e-04 1.051560e-06
700 2.339382e-02 -1.214115e-03 4.688863e-04 1.049486e-06
701 2.338583e-02 -1.228260e-03 4.666179e-04 1.047434e-06
702 2.337970e-02 -1.242059e-03 4.642875e-04 1.045404e-06
703 2.337538e-02 -1.255509e-03 4.618963e-04 1.043396e-06
704 2.337280e-02 -1.268609e-03 4.594457e-04 1.041408e-06
705 2.337192e-02 -1.281358e-03 4.569371e-04 1.039442e-06
706 2.337268e-02 -1.293752e-03 4.543718e-04 1.037497e-06
707 2.337505e-02 -1.305791e-03 4.517513e-04 1.035573e-06
708 2.337895e-02 -1.317472e-03 4.490768e-04 1.033670e-06
709 2.338435e-02 -1.328793e-03 4.463497e-04 1.031787e-06
710 2.339119e-02 -1.339753e-03 4.435713e-04 1.029924e-06
711 2.339942e-02 -1.350349e-03 4.407431e-04 1.028081e-06
712 2.340898e-02 -1.360580e-03 4.378664e-04 1.026258e-06
713 2.341983e-02 -1.370443e-03 4.349425e-04 1.024455e-06
714 2.343191e-02 -1.379937e-03 4.319728e-04 1.022672e-06
715 2.344518e-02 -1.389059e-03 4.289587e-04 1.020907e-06
716 2.345958e-02 -1.397809e-03 4.259015e-04 1.019162e-06
717 2.347506e-02 -1.406183e-03 4.228025e-04 1.017436e-06
718 2.349156e-02 -1.414181e-03 4.196632e-04 1.015729e-06
719 2.350904e-02 -1.421799e-03 4.164849e-04 1.014040e-06
720 2.352745e-02 -1.429036e-03 4.132689e-04 1.012370e-06
721 2.354673e-02 -1.435891e-03 4.100167e-04 1.010718e-06
722 2.356683e-02 -1.442361e-03 4.067295e-04 1.009083e-06
723 2.358770e-02 -1.448444e-03 4.034087e-04 1.007467e-06
724 2.360929e-02 -1.454139e-03 4.000557e-04 1.005869e-06
725 2.363155e-02 -1.459443e-03 3.966718e-04 1.004288e-06
726 2.365442e-02 -1.464354e-03 3.932585e-04 1.002724e-06
727 2.367786e-02 -1.468871e-03 3.898170e-04 1.001178e-06
728 2.370181e-02 -1.472992e-03 3.863487e-04 9.996480e-07
729 2.372622e-02 -1.476715e-03 3.828549e-04 9.981351e-07
730 2.375104e-02 -1.480037e-03 3.793371e-04 9.966388e-07
731 2.377621e-02 -1.482957e-03 3.757966e-04 9.951589e-07
732 2.380169e-02 -1.485473e-03 3.722347e-04 9.936953e-07
733 2.382743e-02 -1.487584e-03 3.686529e-04 9.922476e-07
734 2.385337e-02 -1.489286e-03 3.650523e-04 9.908158e-07
735 2.387946e-02 -1.490578e-03 3.614345e-04 9.893996e-07
736 2.390565e-02 -1.491459e-03 3.578008e-04 9.879989e-07
737 2.393189e-02 -1.491926e-03 3.541525e-04 9.866135e-07
738 2.395812e-02 -1.491978e-03 3.504910e-04 9.852431e-07
739 2.398431e-02 -1.491612e-03 3.468177e-04 9.838877e-07
740 2.401040e-02 -1.490834e-03 3.431338e-04 9.825468e-07
741 2.403636e-02 -1.489647e-03 3.394406e-04 9.812202e-07
742 2.406217e-02 -1.488054e-03 3.357395e-04 9.799075e-07
743 2.408777e-02 -1.486061e-03 3.320317e-04 9.786083e-07
744 2.411315e-02 -1.483672e-03 3.283186e-04 9.773223e-07
745 2.413825e-02 -1.480891e-03 3.246015e-04 9.760492e-07
746 2.416305e-02 -1.477722e-03 3.208816e-04 9.747887e-07
747 2.418751e-02 -1.474169e-03 3.171602e-04 9.735404e-07
748 2.421159e-02 -1.470237e-03 3.134388e-04 9.723039e-07
749 2.423527e-02 -1.465930e-03 3.097185e-04 9.710789e-07
750 2.425849e-02 -1.461252e-03 3.060006e-04 9.698651e-07
751 2.428123e-02 -1.456207e-03 3.022865e-04 9.686622e-07
752 2.430346e-02 -1.450800e-03 2.985775e-04 9.674698e-07
753 2.432513e-02 -1.445035e-03 2.948748e-04 9.662875e-07
754 2.434621e-02 -1.438917e-03 2.911798e-04 9.651151e-07
755 2.436667e-02 -1.432448e-03 2.874937e-04 9.639522e-07
756 2.438647e-02 -1.425634e-03 2.838180e-04 9.627984e-07
757 2.440557e-02 -1.418479e-03 2.801537e-04 9.616534e-07
758 2.442393e-02 -1.410987e-03 2.765024e-04 9.605169e-07
759 2.444153e-02 -1.403162e-03 2.728652e-04 9.593885e-07
760 2.445833e-02 -1.395009e-03 2.692435e-04 9.582679e-07
761 2.447429e-02 -1.386532e-03 2.656386e-04 9.571548e-07
762 2.448937e-02 -1.377735e-03 2.620517e-04 9.560487e-07
763 2.450354e-02 -1.368622e-03 2.584842e-04 9.549495e-07
764 2.451677e-02 -1.359198e-03 2.549374e-04 9.538567e-07
765 2.452902e-02 -1.349467e-03 2.514126e-04 9.527700e-07
766 2.454025e-02 -1.339433e-03 2.479110e-04 9.516890e-07
767 2.455042e-02 -1.329100e-03 2.444340e-04 9.506135e-07
768 2.455951e-02 -1.318472e-03 2.409829e-04 9.495430e-07
769 2.456748e-02 -1.307555e-03 2.375590e-04 9.484773e-07
770 2.457428e-02 -1.296351e-03 2.341636e-04 9.474160e-07
771 2.457989e-02 -1.284866e-03 2.307979e-04 9.463587e-07
772 2.458427e-02 -1.273104e-03 2.274633e-04 9.453052e-07
773 2.458738e-02 -1.261068e-03 2.241611e-04 9.442551e-07
774 2.458919e-02 -1.248763e-03 2.208926e-04 9.432080e-07
775 2.458967e-02 -1.236193e-03 2.176590e-04 9.421636e-07
776 2.458877e-02 -1.223363e-03 2.144618e-04 9.411215e-07
777 2.458646e-02 -1.210277e-03 2.113021e-04 9.400815e-07
778 2.458271e-02 -1.196939e-03 2.081812e-04 9.390432e-07
779 2.457751e-02 -1.183356e-03 2.050997e-04 9.380064e-07
780 2.457086e-02 -1.169535e-03 2.020582e-04 9.369707e-07
781 2.456274e-02 -1.155482e-03 1.990571e-04 9.359358e-07
782 2.455317e-02 -1.141205e-03 1.960970e-04 9.349016e-07
783 2.454212e-02 -1.126710e-03 1.931784e-04 9.338678e-07
784 2.452960e-02 -1.112004e-03 1.903019e-04 9.328340e-07
785 2.451560e-02 -1.097093e-03 1.874679e-04 9.318000e-07
786 2.450011e-02 -1.081986e-03 1.846771e-04 9.307657e-07
787 2.448314e-02 -1.066688e-03 1.819298e-04 9.297306e-07
788 2.446467e-02 -1.051206e-03 1.792267e-04 9.286945e-07
789 2.444470e-02 -1.035548e-03 1.765682e-04 9.276572e-07
790 2.442323e-02 -1.019720e-03 1.739550e-04 9.266183e-07
791 2.440024e-02 -1.003728e-03 1.713875e-04 9.255777e-07
792 2.437575e-02 -9.875805e-04 1.688662e-04 9.245351e-07
793 2.434973e-02 -9.712833e-04 1.663917e-04 9.234901e-07
794 2.432219e-02 -9.548436e-04 1.639645e-04 9.224425e-07
795 2.429312e-02 -9.382681e-04 1.615851e-04 9.213921e-07
796 2.426251e-02 -9.215637e-04 1.592540e-04 9.203386e-07
797 2.423037e-02 -9.047372e-04 1.569719e-04 9.192818e-07
798 2.419668e-02 -8.877955e-04 1.547391e-04 9.182212e-07
799 2.416144e-02 -8.707454e-04 1.525563e-04 9.171568e-07
800 2.412464e-02 -8.535936e-04 1.504239e-04 9.160882e-07
801 2.408629e-02 -8.363472e-04 1.483425e-04 9.150151e-07
802 2.404637e-02 -8.190129e-04 1.463125e-04 9.139373e-07
803 2.400489e-02 -8.015974e-04 1.443347e-04 9.128546e-07
804 2.396182e-02 -7.841078e-04 1.424093e-04 9.117666e-07
805 2.391718e-02 -7.665508e-04 1.405371e-04 9.106731e-07
